source_id,ra,dec,pmra,pmdec,parallax,parallax_error,phot_g_mean_mag
68266585321577472,55.718918,24.162323,-1.9,0.0,0.8,0.0,14.1
68287476041074432,55.586582,24.455782,0.5,-12.3,3.3,0.3,18.3
68304548536306176,56.218492,24.613601,18.5,-46.7,8.7,0.7,19.6
68322797853460992,55.975075,24.798882,3.4,-2.4,0.6,0.0,15.0
68306408258287232,55.952654,24.585783,0.1,-2.0,0.4,0.1,16.2
68266585321576832,55.725336,24.162822,0.0,-0.8,0.9,0.1,15.7
68266791480006912,55.712608,24.171928,2.8,-1.8,0.8,0.0,15.1
68267650473465856,55.675267,24.193369,8.7,-13.7,1.7,0.0,15.3
68363681645717504,55.550656,24.684189,3.6,-5.4,1.0,0.1,17.3
68307572192905472,55.936149,24.636006,6.7,-5.7,1.4,0.3,17.8
68309328836019072,56.117649,24.745107,-1.4,-3.1,1.5,0.1,16.4
68319052642003456,55.691469,24.745131,2.4,0.6,0.5,0.1,16.7
68272014160232960,55.596563,24.279368,-0.8,-4.3,0.3,0.1,15.6
68271258245988992,55.622875,24.265262,0.2,-2.2,0.4,0.1,16.5
68321629622359680,56.024513,24.748799,27.6,-30.3,3.0,0.1,12.8
68314547219838464,55.836578,24.674042,12.3,-1.9,1.5,0.3,18.4
68259605997729920,55.529038,24.084651,1.1,-14.0,2.2,0.2,18.1
68267822272152576,55.692425,24.223929,12.4,-20.3,4.3,0.1,15.0
68271086447296768,55.652274,24.254056,-2.0,4.8,1.2,0.0,13.2
68307812711095040,55.993294,24.654030,23.7,-47.6,3.6,0.4,19.1
68320736269178880,55.827058,24.712427,2.5,0.7,0.5,0.1,15.8
68272254678402688,55.562394,24.284685,4.6,-7.4,1.4,0.0,12.5
68266173004713088,55.573973,24.264431,16.6,-1.4,1.4,0.1,15.5
68268028430582528,55.680109,24.234582,-12.9,-8.9,2.6,0.1,14.5
68270983368082944,55.638367,24.249494,3.4,0.3,0.6,0.1,16.3
68268097150058624,55.681997,24.239971,6.3,-6.6,1.0,0.0,14.5
68271086447297920,55.644333,24.247674,0.5,-3.0,1.3,0.1,16.3
68164193300709632,55.506018,24.007350,0.1,1.4,0.7,0.0,12.1
68308985238636928,56.161305,24.705874,2.6,1.2,3.2,0.1,17.3
68301353080215680,55.918107,24.601496,-4.1,-3.8,1.9,0.3,18.5
68294309333614720,55.817153,24.374328,22.6,-45.3,7.5,0.4,19.0
68278061474191232,55.506311,24.279149,4.9,-2.0,0.6,0.1,16.1
68308985238637568,56.152412,24.699865,-1.1,-2.7,0.5,0.1,15.3
68287025069152896,55.686621,24.460863,-6.7,-29.3,3.7,0.1,17.2
68267890991631616,55.666482,24.217290,4.1,-7.7,1.8,0.1,16.3
68310016030788992,56.076027,24.736380,23.4,6.5,1.8,0.1,15.6
68278130193667712,55.506221,24.280049,4.9,-1.7,0.6,0.1,15.7
68266550960471936,55.710067,24.149859,4.9,-9.3,2.1,0.3,18.7
68322866572942208,55.933292,24.780980,4.3,-6.7,0.9,0.1,15.2
68278164553404416,55.528012,24.283891,-2.5,-7.1,1.0,0.1,15.6
68376021088187392,55.826271,24.985558,-16.1,-53.5,1.7,0.1,15.8
68322557335299200,55.934409,24.758238,-0.6,-3.4,1.3,0.1,15.7
68267994070845440,55.680166,24.224288,0.4,-4.0,0.4,0.0,13.6
68376021088187520,55.824210,24.985289,3.7,-5.9,0.9,0.0,14.5
68325615352013568,55.797890,24.833148,2.1,-4.4,2.7,0.1,16.4
68364643718427392,55.491082,24.713979,6.9,-10.7,1.0,0.1,17.2
68267787912415616,55.681452,24.216948,14.8,-0.7,0.9,0.0,15.2
68323691206677248,55.827568,24.725007,-17.8,-10.9,2.6,0.1,16.6
68285036501064192,55.595875,24.390843,0.3,0.2,0.6,0.1,15.7
68340871075888000,55.492124,24.656235,15.1,-12.6,1.1,0.1,15.3
68278400774704512,55.475405,24.305422,-2.6,0.2,0.9,0.1,17.1
68304690271350912,56.179823,24.608548,15.0,-14.5,2.1,0.0,15.3
68376055447925120,55.843724,24.996235,1.8,-23.8,1.0,0.0,14.0
68321423463931904,55.900902,24.786254,-8.7,8.5,4.3,0.1,16.3
68305377466120576,56.109439,24.634218,-5.4,-12.3,3.5,0.1,15.9
68325340474107136,55.824749,24.812581,3.9,-6.0,1.2,0.0,13.6
68304312314229248,56.178351,24.607971,-6.3,-0.2,1.8,0.0,14.0
68375024655774336,55.884812,24.961627,14.7,-9.5,3.6,0.0,13.4
68304346673970560,56.153029,24.601007,1.4,1.6,0.5,0.1,16.4
68304106155801600,56.185928,24.590469,-3.1,1.9,0.4,0.1,15.6
68307228595471104,55.933692,24.597568,4.3,2.4,1.3,0.1,17.6
68324412761172096,55.864632,24.786002,27.2,-7.3,0.4,0.1,16.1
68325649711754880,55.773152,24.824417,18.6,-46.7,7.2,0.1,14.4
68294996528434176,55.883446,24.440229,5.4,-7.3,0.7,0.1,17.4
68304449753179520,56.216099,24.612201,4.3,-8.6,0.7,0.1,16.7
68262560935236352,55.445468,24.118411,-4.2,3.6,0.6,0.1,17.2
68305583624546176,56.145653,24.644807,13.5,-11.6,2.3,0.1,15.4
68321045506814592,55.914689,24.741585,-4.5,-2.0,1.3,0.0,13.5
68299257136047104,55.775440,24.497259,3.4,7.6,2.5,0.3,18.9
68299566373693184,55.901351,24.498040,0.9,4.0,1.7,0.2,18.1
68301971555379328,56.069889,24.498859,-0.0,-4.7,2.0,0.3,18.6
68307228595474176,55.936784,24.599355,2.6,-2.4,0.5,0.1,17.0
68327058461017856,55.862023,24.862442,0.6,-6.7,0.4,0.1,16.3
68389661904230784,55.557752,24.981494,4.7,-5.2,0.7,0.0,14.3
68320976787340928,55.891504,24.729139,-0.6,-6.0,1.3,0.1,16.7
68367465511543680,55.611742,24.839042,4.6,-3.4,3.3,0.4,19.0
68320942427602816,55.908582,24.719681,1.0,-4.6,0.8,0.0,14.1
68299776828793600,55.881967,24.501343,-15.1,-3.3,3.8,0.1,16.7
68289739488476800,55.450097,24.452173,-4.9,-7.8,1.3,0.1,16.9
68389661904231424,55.564962,24.973115,15.6,-16.0,0.7,0.1,16.9
68371721825058816,55.575130,24.919305,19.4,-43.7,7.4,1.3,20.1
68318086273228416,55.750800,24.731089,20.4,-49.4,8.0,0.9,20.4
68306507040985600,55.996629,24.611489,6.3,-2.6,0.5,0.1,15.7
68373925144054912,55.749553,24.921122,5.5,-4.1,0.6,0.1,16.2
68319529381414656,55.882017,24.652777,13.1,-11.8,2.1,0.0,11.8
68260636789891200,55.697301,24.132774,4.7,-0.4,1.3,0.2,18.3
68305480545331840,56.112587,24.658621,-1.4,-0.9,0.6,0.1,15.7
68298810459426944,55.772788,24.475328,-1.2,-13.0,2.0,0.2,17.8
68289052293695360,55.509643,24.438226,5.9,-6.6,2.4,0.4,19.4
68320422734610816,55.838740,24.687541,-37.3,-46.3,6.1,0.0,13.1
68297406006861824,55.831550,24.415967,15.1,12.0,4.6,0.0,11.9
68308572921787392,56.068607,24.661499,3.7,-3.5,1.1,0.1,15.0
68378701147684736,55.710009,24.966133,1.9,-7.1,0.8,0.0,14.9
68324996876854784,55.787479,24.793241,-0.4,-0.4,1.0,0.1,14.6
68319013985901440,55.707053,24.743142,-3.2,-5.6,1.2,0.2,18.4
68325374833976576,55.793516,24.804859,-1.3,-10.0,0.9,0.1,14.8
68308950878900352,56.137859,24.699567,14.0,-29.6,1.2,0.1,16.3
68372894352006144,55.753835,24.868239,-2.9,3.9,1.2,0.1,16.0
68289052293697152,55.520012,24.439626,0.7,-0.0,0.9,0.1,17.4
68313310269177344,55.856756,24.608700,13.3,-14.1,3.8,0.7,19.7
68372997431220864,55.765868,24.872999,7.4,-2.2,0.7,0.0,15.1
68372718257248000,55.786403,24.868400,-3.6,-7.0,1.2,0.0,13.1
68374577979180416,55.784641,24.909231,-0.3,-6.0,2.1,0.0,14.8
68287952781864960,55.643979,24.486626,7.5,-13.4,0.8,0.0,12.3
68370691032695424,55.585504,24.874335,3.6,-2.4,0.5,0.1,16.2
68384366208551040,55.440031,24.959594,7.8,-6.2,0.7,0.0,12.9
68265240994780544,55.586531,24.227011,6.7,-4.8,1.1,0.1,15.4
68304479816412160,56.197563,24.605703,2.4,-9.7,1.0,0.1,17.3
68275072176996736,55.684987,24.421446,2.8,-1.3,0.3,0.0,13.5
68384778525410432,55.457200,24.986697,13.6,-6.1,2.2,0.1,12.1
68374990296036736,55.871406,24.956470,0.9,-2.8,0.5,0.1,16.1
68272598275835264,55.625457,24.319936,-0.0,-22.3,1.3,0.1,16.8
68370523530068864,55.615463,24.862345,0.0,0.5,1.2,0.0,15.4
68260602430920576,55.717347,24.136527,36.7,1.3,3.3,0.2,18.3
68310492770479232,55.727673,24.483593,19.7,42.6,5.4,0.5,19.4
68287196867854336,55.653016,24.471137,-0.4,-15.6,1.6,0.3,18.5
68315547948702848,55.697377,24.619559,-2.3,-21.3,1.3,0.0,14.2
68297268566487296,55.811666,24.391357,1.8,-83.7,7.2,0.7,19.8
68310561489710336,55.729743,24.492875,21.2,-45.1,7.2,0.1,9.4
68376016792126848,55.838320,24.984139,-2.8,-5.3,0.4,0.0,13.0
68295958600907008,55.996395,24.454530,-3.0,-34.6,3.4,0.0,11.8
68312352493034752,55.740490,24.596685,11.6,-6.6,0.9,0.1,16.3
68263145050803840,55.501621,24.170067,21.2,-45.8,7.4,0.3,18.6
68289430250852096,55.502527,24.473611,18.7,-5.5,1.8,0.2,18.4
68322724838158592,55.974991,24.797499,2.4,0.6,0.8,0.1,17.1
68272765777638528,55.665041,24.349182,-6.7,-20.0,2.5,0.4,18.8
68377185023232512,55.684918,24.948899,-17.3,-10.1,3.8,0.0,12.5
68300979419632640,55.855377,24.553937,8.5,-22.5,4.0,0.1,17.0
68325198738238720,55.772921,24.807945,-1.0,-9.0,2.8,0.0,10.8
68308882159427712,56.101169,24.684038,-4.1,-13.0,2.3,0.1,16.7
68324752062216192,55.764416,24.750786,7.0,-29.5,2.1,0.2,18.0
68313074047536000,55.819564,24.592185,1.8,-37.1,3.9,0.1,16.4
68373439811767424,55.667928,24.880001,18.7,-8.5,5.3,0.1,15.5
68327397762359808,55.873337,24.891998,4.6,-4.2,0.8,0.1,16.5
68296886313838848,56.014855,24.504048,22.3,-45.7,7.4,0.1,10.5
68366567863819904,55.598966,24.763074,8.8,-14.4,1.3,0.2,17.8
68293003663526272,55.921391,24.329732,42.0,-98.8,1.6,0.2,18.0
68292728785877632,55.545341,24.593524,12.1,-6.6,2.0,0.1,17.0
68271941143906816,55.683347,24.329564,10.1,-23.5,1.9,0.2,18.4
68270055653743104,55.742117,24.291113,-2.5,-14.1,1.7,0.1,17.4
68285345738758528,55.534284,24.379384,-4.5,-7.9,0.7,0.1,17.1
68326848006547840,55.958601,24.895686,4.0,-27.5,3.0,0.5,19.2
68284104491279872,55.556261,24.313678,18.7,-45.3,7.1,0.2,17.9
68323588127439872,55.976476,24.841492,0.3,-4.7,0.8,0.1,16.0
68372134140849024,55.726393,24.819418,17.4,-12.4,1.5,0.0,13.5
68309977374692608,56.054545,24.725380,0.7,-3.1,7.0,1.1,19.8
68322488615812864,56.013528,24.812594,5.5,-18.4,0.5,0.1,15.0
68370691032691712,55.575832,24.864285,1.5,7.3,1.0,0.2,18.1
68372585114364672,55.766334,24.833340,1.7,-6.4,0.7,0.0,14.6
68262118555623808,55.471952,24.068930,10.5,-10.2,1.7,0.1,15.6
68372585114364800,55.764575,24.833991,0.6,-2.5,0.4,0.0,15.1
68323553767700864,55.996794,24.849354,0.2,-8.0,0.9,0.1,16.6
68259124961354240,55.476474,24.054321,9.9,-12.5,2.6,0.0,12.2
68327402058399232,55.867606,24.891802,21.0,-45.6,7.3,0.1,16.0
68293415980394112,55.938891,24.343671,24.2,-16.8,1.0,0.2,18.0
68258648222048768,55.592350,24.065188,-2.5,1.5,1.7,0.1,16.8
68306472681221632,55.982392,24.592375,9.0,-9.3,1.6,0.3,18.5
68297195551772672,55.977159,24.521286,-1.1,0.8,2.5,0.4,19.4
68307159875993472,55.947209,24.596552,-0.9,-6.6,0.6,0.1,16.3
68277511717465216,55.474075,24.238101,-72.2,-115.5,11.0,1.1,20.3
68265176572337664,55.554534,24.207901,3.1,-3.9,0.8,0.1,16.4
69817137234934272,56.485441,24.906491,91.6,-78.2,2.2,0.0,15.3
69817304737453568,56.513008,24.943604,18.8,3.3,2.8,0.3,18.9
69817201658236288,56.514012,24.927902,4.2,-1.1,8.7,0.7,18.3
69817201658235776,56.519503,24.923788,8.0,-2.8,1.5,0.1,16.9
69824795159705600,56.022704,24.866655,3.3,0.3,0.4,0.1,15.6
69824936894108800,56.047153,24.889169,12.4,-21.0,3.9,0.7,19.7
69807413427563648,56.204128,24.745597,0.8,0.8,1.9,0.3,17.6
69813117145493504,56.322245,24.876082,9.4,-5.8,0.8,0.1,15.8
69805798521250560,56.248631,24.642584,2.4,-13.4,0.8,0.1,16.3
69806142118633984,56.212245,24.666777,-2.2,-7.1,0.9,0.0,14.7
69805935960203392,56.270541,24.647477,6.5,-7.9,0.7,0.1,16.7
69806107758895104,56.241043,24.664036,7.6,-1.4,1.0,0.1,16.2
69806107758894976,56.243965,24.665881,30.4,-21.3,2.8,0.1,16.3
69810230927498112,56.169866,24.731264,3.3,-10.3,2.1,0.1,15.8
69806176478371456,56.228100,24.683008,1.2,-0.5,1.5,0.0,14.5
69810299646974080,56.167499,24.739260,10.5,-5.1,1.0,0.1,15.9
69811364798863744,56.103483,24.768219,20.3,-45.9,7.5,0.1,14.5
69810471445667328,56.135034,24.736076,33.3,-23.2,2.1,0.2,17.5
69806039039416832,56.277404,24.678415,20.0,-45.2,7.6,0.2,17.7
69823699944933760,56.065477,24.832215,-0.2,-9.5,1.8,0.0,15.1
69806348277061888,56.286826,24.675129,38.3,-31.4,1.7,0.0,13.2
69807379069212288,56.192391,24.730178,-11.2,-16.2,1.3,0.0,11.9
69810368366449536,56.188678,24.744867,15.6,-5.5,1.8,0.1,15.3
69810368366449408,56.191369,24.743898,17.3,-5.4,1.8,0.0,14.5
69806416996538240,56.281700,24.683853,7.2,-13.0,1.3,0.1,17.2
69823596865717888,56.090543,24.828689,-1.8,-4.4,1.1,0.0,14.8
69824593298130816,56.030268,24.855655,25.5,-6.5,2.4,0.1,16.8
69827891833012736,55.980473,24.897452,1.6,-1.2,0.8,0.0,14.9
69810368366448640,56.193541,24.749445,-8.7,-2.4,1.5,0.1,17.5
69811330439124480,56.125332,24.765782,7.3,-14.9,0.9,0.1,17.2
69810505805403520,56.155978,24.751227,4.5,-12.2,1.2,0.1,16.8
69807722666594432,56.228176,24.730825,5.1,-5.7,1.2,0.0,12.8
69811639676769536,56.083802,24.795968,19.8,-46.5,7.4,0.1,10.5
69811777115720576,56.109607,24.807973,-4.5,1.2,1.1,0.2,16.8
69807482148425088,56.261176,24.718485,1.2,-6.5,0.7,0.0,14.7
69814044858434816,56.246291,24.875759,1.3,-8.1,0.7,0.1,16.9
69810643244355200,56.166671,24.765498,52.5,-12.9,3.2,0.0,14.6
69812120713101952,56.143358,24.814037,9.4,-4.7,0.8,0.1,16.5
69808066263974272,56.323437,24.724558,9.1,-7.2,2.2,0.2,11.4
69807928825021312,56.240431,24.763071,-0.8,-1.0,0.4,0.1,16.3
69812945346809344,56.286582,24.841955,20.5,-45.4,7.2,0.1,16.0
69810604587632384,56.168909,24.759518,1.0,-11.9,2.3,0.3,18.6
69829094423848960,55.947985,24.958171,0.3,-2.7,1.0,0.0,12.9
69808233765683968,56.354864,24.752643,2.0,-4.4,0.8,0.2,17.7
69825314852628992,56.046776,24.902815,5.1,-6.6,0.3,0.0,14.0
69809097056122880,56.292464,24.754536,2.5,-1.0,0.6,0.0,15.2
69827960552484224,56.020993,24.909282,4.4,-6.9,0.7,0.1,15.9
69811124280688000,56.184046,24.805464,-0.1,-4.8,0.7,0.1,15.6
69808031904232832,56.354014,24.727119,-0.8,-4.8,1.3,0.0,13.7
69824146621523200,56.131758,24.872072,4.0,-6.9,0.7,0.1,16.0
69813735620790912,56.231303,24.876406,2.2,-0.9,0.8,0.1,16.7
69829060064108800,55.984127,24.954719,6.9,4.5,1.5,0.1,17.3
69811948914407168,56.169919,24.818340,20.1,-45.5,7.4,0.1,9.7
69812253855183872,56.168595,24.840765,-0.4,-5.0,0.6,0.1,16.7
69810918122255616,56.235610,24.787723,-3.8,-12.5,1.3,0.0,11.4
69807409131959424,56.205118,24.736814,4.1,-6.8,1.7,0.2,17.8
69823940463099776,56.116657,24.833012,1.2,-7.6,0.6,0.1,17.2
69812464310479744,56.234631,24.805226,2.0,-0.1,0.5,0.0,13.8
69824730737081600,56.047078,24.876059,21.5,-44.6,7.5,0.2,17.6
69823940463098752,56.113852,24.843764,21.0,-49.2,7.6,0.1,13.3
69823940463098112,56.113344,24.844961,20.4,-48.0,7.4,0.2,18.3
69824936895509504,56.036297,24.889742,-3.2,-0.6,1.1,0.1,15.5
69809509372977280,56.294546,24.797119,1.2,-0.1,0.3,0.0,14.3
69827926192748416,56.011201,24.899160,14.2,12.4,1.5,0.1,16.7
69818649063339136,56.524055,24.992904,2.9,-12.2,6.5,0.0,10.0
69826723601892352,56.139257,24.932481,5.2,-3.8,1.1,0.1,16.0
69876506565909632,55.860996,24.994139,19.2,-44.7,7.7,0.1,12.2
69806515778757120,56.322088,24.712080,6.7,7.5,1.1,0.1,16.5
69808616019779072,56.364915,24.765833,-2.0,-0.8,0.4,0.0,14.5
69828819545935104,56.018863,24.979020,6.2,-5.6,0.6,0.1,16.6
69812704828645248,56.237852,24.830301,8.1,-6.5,0.7,0.1,16.5
69825898968173056,56.158653,24.914025,5.6,1.8,0.7,0.0,14.7
69826964120061824,56.096558,24.948835,10.5,-0.2,2.6,0.1,16.6
69819576776292224,56.391620,24.930709,0.9,-4.1,1.0,0.1,17.2
69825830248694144,56.181896,24.915191,4.0,1.3,0.5,0.1,15.6
69808856537944448,56.379331,24.790721,0.1,-9.0,1.5,0.2,18.1
69806962455352960,56.197803,24.682754,32.6,51.3,6.8,0.3,18.4
69829609819915648,56.017791,24.989624,20.4,-49.7,7.7,0.1,10.6
69824936895508736,56.042806,24.890251,6.1,-5.4,0.8,0.1,16.0
69829506740705664,55.978872,24.971086,-3.1,-7.3,2.6,0.2,16.0
69812910987070848,56.252315,24.859758,-6.9,-0.6,1.5,0.1,16.4
69828372869340800,56.035632,24.933730,6.9,-6.6,2.8,0.4,19.1
69812945346809600,56.290680,24.839063,20.7,-46.5,7.3,0.1,5.6
69826276923843968,56.224514,24.943418,4.0,-9.8,1.7,0.1,14.9
69829747258872576,55.976977,24.988318,1.4,-5.1,0.5,0.1,16.3
69828441588815744,56.040979,24.942697,-13.8,-29.1,3.7,0.1,16.3
69809028336632704,56.371302,24.814683,-1.4,-1.4,0.5,0.1,16.5
69829712899134592,55.962830,24.992304,-0.6,-1.4,0.4,0.1,15.0
69808027607248000,56.340423,24.725851,-1.3,-13.6,1.7,0.2,18.2
69815694125872256,56.386834,24.834421,0.3,-4.3,0.5,0.1,16.8
69816102146573440,56.380756,24.879716,20.4,-45.0,6.3,0.8,20.0
69814697693459456,56.416404,24.819319,1.4,-0.6,0.7,0.1,16.3
69827578298590720,56.120580,24.994974,6.2,0.3,0.5,0.1,16.6
69827238997962624,56.155365,24.962549,8.1,-16.0,1.1,0.0,13.7
69827513875868032,56.136595,24.980576,1.1,4.0,5.3,0.1,17.0
69814388455816960,56.209170,24.910917,20.3,-48.0,7.4,0.0,13.0
69826276925285376,56.224618,24.943228,1.8,-10.5,1.2,0.1,13.7
69810093488518784,56.347979,24.850611,21.5,-44.9,7.2,0.1,14.5
69816346960886528,56.423447,24.909302,3.8,-1.4,0.4,0.1,16.6
69815728485607040,56.400735,24.849534,38.8,-19.6,0.7,0.1,16.8
69813937482344704,56.211128,24.888996,3.0,-3.9,3.1,0.0,13.2
69820122235249408,56.314185,24.933846,8.0,-8.9,2.5,0.1,12.3
69830297014680448,56.054079,24.993681,6.4,-1.6,0.6,0.1,15.6
69813185864968960,56.322561,24.884068,-0.3,-9.4,1.0,0.1,17.8
69819027020489088,56.350626,24.885786,20.5,-45.5,7.3,0.0,9.6
69815075650577664,56.417854,24.844106,3.3,-3.4,0.6,0.1,15.9
69815797205083520,56.388791,24.858782,4.9,2.0,1.0,0.0,14.6
69827101559011584,56.120109,24.965667,3.0,0.1,0.5,0.1,15.9
69818992660751872,56.336149,24.885625,-0.1,-3.1,1.2,0.1,15.6
69808031904231808,56.349704,24.732647,1.1,-1.8,1.1,0.1,14.0
69816003363512320,56.377069,24.873485,19.0,-9.9,1.6,0.1,16.8
69827200341462144,56.119526,24.984087,-1.3,-3.7,0.6,0.1,16.7
69820534552213632,56.308956,24.974658,2.9,2.1,1.6,0.2,18.1
69808302485158016,56.326778,24.745404,17.6,-9.8,15.2,1.8,20.5
69816037723253760,56.347664,24.870173,32.4,-21.2,2.2,0.1,16.3
69811227359900288,56.202303,24.807577,9.9,-10.3,0.8,0.1,16.3
69829300582277632,55.946446,24.968067,6.5,-7.3,1.4,0.0,10.7
69826861040841344,56.156409,24.957944,8.1,-16.0,1.0,0.1,15.3
69816518759581696,56.403061,24.901926,18.4,-5.0,1.1,0.0,9.9
69819198819177216,56.355039,24.911399,-10.4,-42.0,6.3,0.1,15.8
69819404977607168,56.337017,24.921881,20.3,-44.3,7.2,0.1,8.9
69820229611327488,56.307451,24.941146,10.9,-6.6,1.4,0.0,14.9
69814560254499712,56.247314,24.947875,6.6,-12.4,1.5,0.0,15.1
69810952481996416,56.220387,24.782439,-1.2,-6.0,0.8,0.1,16.5
69876339064100992,55.930806,24.997291,0.7,-3.4,0.6,0.1,16.4
69815900284296960,56.396468,24.864705,39.3,-13.4,1.9,0.1,16.1
69815900284296192,56.393332,24.873008,1.6,-7.9,1.5,0.2,18.3
69824284060478976,56.084244,24.874915,-1.3,-3.9,1.3,0.1,8.1
69815522327168768,56.440314,24.884102,46.9,-47.2,1.0,0.1,15.7
69815522327168640,56.451425,24.878443,-22.5,-8.4,2.4,0.0,12.7
69816072082988672,56.357346,24.884848,2.2,0.2,0.4,0.1,16.2
69832319942369152,56.278017,24.986755,3.6,-12.8,1.1,0.0,13.7
69826586162927232,56.210140,24.977094,4.1,-0.3,0.4,0.0,14.6
69816656198530560,56.424864,24.919175,5.5,-9.5,1.0,0.0,13.5
69819851654197504,56.373828,24.954465,1.9,-2.1,0.6,0.0,15.2
69807482148423680,56.261263,24.736881,-1.7,0.3,0.6,0.0,15.5
69819851654197248,56.377885,24.954244,-5.3,-4.6,0.9,0.1,15.9
69820740710650368,56.338352,24.986427,31.3,-5.7,1.3,0.2,18.4
69816450040099456,56.445722,24.912241,3.7,-6.8,0.9,0.1,16.7
69826139486337664,56.202074,24.919634,1.5,-0.3,1.0,0.1,17.1
69820641928180736,56.337000,24.966642,1.2,-7.2,0.7,0.1,15.8
69826139486337792,56.200772,24.919237,1.4,-0.3,1.0,0.0,14.8
69819061380228992,56.322404,24.888484,-0.7,-15.0,2.0,0.0,11.8
69816346960886784,56.425589,24.905794,20.0,-49.3,5.5,0.6,9.4
69820607568443648,56.288905,24.980487,-0.0,-3.6,1.2,0.1,16.3
69806726234181504,56.269005,24.711096,4.2,-2.1,0.7,0.1,16.3
69819782934717312,56.405014,24.967015,-0.5,-5.9,1.1,0.0,14.4
69813357663662848,56.295490,24.885012,24.3,-4.4,1.8,0.1,17.5
69814251016859904,56.257822,24.908608,-1.0,-4.9,1.0,0.1,16.8
69828574730991104,56.051740,24.972771,13.6,-24.4,1.8,0.1,17.2
69820745007392768,56.338401,24.989986,4.8,-15.5,1.7,0.0,14.0
69814869492151552,56.404573,24.824858,8.6,-7.5,1.2,0.1,15.4
69829090127055232,55.953660,24.954150,16.1,9.4,2.7,0.4,17.2
69821397842415872,56.439790,24.987475,7.7,0.3,0.8,0.0,11.4
69814044858434176,56.248456,24.878995,2.7,-3.3,0.5,0.1,16.5
69810540165143936,56.120204,24.747680,2.0,-8.5,3.8,0.3,17.9
69821294763201024,56.428394,24.990009,4.5,-13.7,1.3,0.0,14.2
69811772820112512,56.110803,24.808100,12.3,-24.2,2.6,0.2,17.9
69821500921632384,56.415568,24.986755,2.9,-10.4,0.7,0.1,17.1
69818202386750720,56.456491,24.954055,0.7,-8.2,1.2,0.2,17.4
69829983480257152,56.079910,24.960055,25.4,-4.1,3.5,0.4,18.7
69826998479799040,56.105288,24.950758,-0.3,-7.7,0.5,0.1,15.7
69818511624389888,56.503741,24.977885,-0.0,11.4,2.6,0.1,16.3
69821363482675712,56.454040,24.993879,-3.1,-6.2,1.0,0.1,16.9
69825727169480448,56.182944,24.904851,1.9,-2.8,0.9,0.0,14.1
69826925463541632,56.141673,24.957773,6.2,-6.7,1.0,0.1,16.6
69809268854806784,56.336168,24.789571,3.6,-5.4,0.7,0.1,16.6
69818133667269632,56.489426,24.971002,-4.2,-1.1,0.9,0.1,15.8
69825795888957824,56.165442,24.910781,0.8,-4.0,0.7,0.0,14.8
69812361231263488,56.161871,24.850858,2.5,0.8,0.6,0.1,15.7
69812429950739200,56.252750,24.811416,3.7,-4.1,0.8,0.1,16.6
69820225314551808,56.312739,24.945332,1.2,-2.6,0.7,0.1,17.5
69809440653502592,56.260583,24.797991,1.6,2.6,0.7,0.1,17.2
69809165775597312,56.284540,24.771977,5.9,-5.4,0.8,0.0,13.6
69809131415859200,56.302887,24.760074,-1.0,-3.6,2.6,0.1,17.2
69828235430460416,55.997267,24.932768,-1.8,-7.6,1.9,0.1,16.9
69807963184755840,56.254816,24.777914,20.3,-46.8,7.4,0.1,16.6
69825074334459776,56.083133,24.889601,7.6,1.1,1.5,0.2,17.3
69828269790129408,55.977363,24.934231,-5.7,4.5,1.9,0.2,17.8
69824249700740736,56.102938,24.864664,19.1,-47.2,7.0,0.2,15.9
69808341141879808,56.304515,24.746271,22.9,-9.5,1.2,0.0,15.1
69811467878075392,56.152922,24.785853,6.8,-1.7,0.6,0.0,14.8
69808577363069952,56.394028,24.765046,10.3,6.1,4.4,0.5,19.4
69811467878074624,56.144324,24.792352,1.3,-21.1,1.8,0.0,14.6
69820092170927488,56.291901,24.929804,7.7,-2.3,4.9,0.4,16.1
69828265493321728,55.970901,24.932142,-5.0,4.4,1.6,0.2,17.7
69807447788687616,56.251024,24.718538,5.3,-5.9,0.5,0.1,16.5
69820122235325056,56.308479,24.927694,-3.6,-5.6,1.3,0.2,18.8
69823867446758144,56.071242,24.847394,6.7,-8.9,1.6,0.2,17.9
69811639676770304,56.081111,24.784761,13.4,5.6,3.5,0.1,16.3
69807001112092416,56.204208,24.695044,4.6,-4.8,0.7,0.1,16.3
69805901600465152,56.247280,24.655706,0.3,-3.8,0.8,0.0,14.5
69805901600465536,56.248963,24.646363,7.5,-6.3,1.5,0.0,14.9
69816651901745280,56.429360,24.917915,10.2,-6.8,1.4,0.3,18.6
69829541100441600,55.986349,24.993331,21.0,-44.7,7.4,0.1,15.1
69812425653780352,56.260181,24.800708,-8.2,-1.3,2.3,0.1,17.7
69809028336633856,56.368264,24.809700,4.8,-5.7,2.1,0.0,15.1
69819263241851136,56.319802,24.896788,9.5,-14.8,2.5,0.3,18.7
69811978977188608,56.179958,24.814877,7.3,-5.6,0.8,0.1,16.7
69825035677893760,56.080387,24.882274,7.9,-12.1,1.1,0.2,17.2
69816858060162560,56.492372,24.891821,-4.4,-2.2,0.8,0.1,16.9
69813701261099008,56.216565,24.879537,-4.0,-3.8,0.5,0.1,16.3
69813903122654208,56.205334,24.880160,-22.7,-32.1,4.7,0.1,15.7
69809990409355520,56.308028,24.826421,-2.8,-2.9,1.8,0.0,14.6
69818438608822400,56.509332,24.965375,4.3,0.1,0.4,0.1,16.0
